Trip ID,Pickup Date,Pickup Time,Pickup Location,Dropoff Location,Passenger Count,Total Bookings,Booking Value,Trip Distance,Vehicle,Payment_type
199,2024-06-01 00:00:00,1899-12-30 06:25:25,Yorkville West,UN/Turtle Bay South,1,1.0,$7.5,2,UberXL,Cash
200,2024-06-01 00:00:00,1899-12-30 06:36:31,Gramercy,Murray Hill,2,1.0,$7.7,1.2,UberX,Uber Pay
201,2024-06-01 00:00:00,1899-12-30 06:43:39,East Chelsea,Lenox Hill West,1,1.0,$12.5,2.8,UberX,Uber Pay
202,2024-06-01 00:00:00,1899-12-30 06:59:12,Lenox Hill West,Midtown South,1,1.0,$12.7,2.5,Uber Black,Uber Pay
203,2024-06-01 00:00:00,1899-12-30 06:32:39,UN/Turtle Bay South,Gramercy,1,1.0,$6.0,1.43,UberX,Cash
204,2024-06-01 00:00:00,1899-12-30 06:53:31,Flatiron,Lincoln Square West,1,1.0,$13.5,2.92,UberX,Uber Pay
205,2024-06-01 00:00:00,1899-12-30 06:15:51,Upper West Side South,Greenwich Village North,1,1.0,$15.5,4.39,UberXL,Cash
206,2024-06-01 00:00:00,1899-12-30 06:33:01,Penn Station/Madison Sq West,Kips Bay,1,1.0,$9.5,1.39,UberX,Uber Pay
207,2024-06-01 00:00:00,1899-12-30 06:02:40,Clinton East,Midtown East,1,1.0,$10.2,1.4,UberX,Uber Pay
208,2024-06-01 00:00:00,1899-12-30 06:35:36,UN/Turtle Bay South,East Chelsea,1,1.0,$16.0,2.03,UberX,Uber Pay
209,2024-06-01 00:00:00,1899-12-30 06:21:03,Clinton East,Lincoln Square West,1,1.0,$9.1,1.7,UberX,Uber Pay
210,2024-06-01 00:00:00,1899-12-30 06:47:24,Gramercy,Lenox Hill East,1,1.0,$10.9,2.43,Uber Comfort,Uber Pay
211,2024-06-01 00:00:00,1899-12-30 06:25:46,Penn Station/Madison Sq West,Midtown Center,1,1.0,$10.1,1.34,UberX,Uber Pay
212,2024-06-01 00:00:00,1899-12-30 06:38:19,Penn Station/Madison Sq West,Upper East Side South,1,1.0,$8.5,1.9,UberX,Cash
213,2024-06-01 00:00:00,1899-12-30 06:46:00,Sunnyside,Astoria,1,1.0,$10.5,2.3,UberXL,Cash
214,2024-06-01 00:00:00,1899-12-30 06:41:43,Penn Station/Madison Sq West,Kips Bay,2,1.0,$14.5,1.41,UberX,Uber Pay
215,2024-06-01 00:00:00,1899-12-30 06:35:49,Upper West Side North,East Harlem North,1,1.0,$9.0,2.2,UberX,Cash
216,2024-06-01 00:00:00,1899-12-30 06:54:43,Murray Hill,SoHo,1,1.0,$11.4,1.8,UberX,Uber Pay
217,2024-06-01 00:00:00,1899-12-30 06:47:27,East Harlem South,Central Park,4,1.0,$8.0,1.57,UberX,Cash
218,2024-06-01 00:00:00,1899-12-30 06:28:29,Clinton East,Woodside,1,1.0,$27.0,5.66,Uber Black,Uber Pay
219,2024-06-01 00:00:00,1899-12-30 06:51:47,TriBeCa/Civic Center,East Chelsea,1,1.0,$14.5,3.6,Uber Black,Cash
220,2024-06-01 00:00:00,1899-12-30 06:49:58,Yorkville East,East Harlem North,1,1.0,$6.5,1.74,Uber Comfort,Cash
221,2024-06-01 00:00:00,1899-12-30 06:11:14,Gramercy,East Chelsea,1,1.0,$7.5,1.4,UberXL,Cash
222,2024-06-01 00:00:00,1899-12-30 06:07:02,Midtown East,Greenwich Village South,1,1.0,$14.0,2.4,Uber Black,Uber Pay
223,2024-06-01 00:00:00,1899-12-30 06:24:49,Garment District,East Harlem South,1,1.0,$22.3,4.56,UberXL,Uber Pay
224,2024-06-01 00:00:00,1899-12-30 06:33:49,Lenox Hill East,Midtown North,1,1.0,$9.7,1.52,UberX,Uber Pay
225,2024-06-01 00:00:00,1899-12-30 06:51:29,Lincoln Square East,Lenox Hill East,1,1.0,$9.0,1.64,Uber Comfort,Uber Pay
226,2024-06-01 00:00:00,1899-12-30 06:26:09,Midtown Center,East Harlem North,1,1.0,$13.5,4,Uber Black,Cash
227,2024-06-01 00:00:00,1899-12-30 06:58:02,East Village,Lenox Hill West,1,1.0,$10.5,3.1,Uber Black,Cash
228,2024-06-01 00:00:00,1899-12-30 06:08:23,Garment District,Gramercy,1,1.0,$9.0,1.74,UberXL,Cash
229,2024-06-01 00:00:00,1899-12-30 06:31:25,Midtown East,Clinton West,1,1.0,$8.7,1.32,UberXL,Uber Pay
230,2024-06-01 00:00:00,1899-12-30 06:37:30,Yorkville East,Lenox Hill East,1,1.0,$7.1,1.1,Uber Comfort,Uber Pay
231,2024-06-01 00:00:00,1899-12-30 06:55:49,Penn Station/Madison Sq West,East Harlem South,1,1.0,$15.7,3.64,Uber Black,Uber Pay
232,2024-06-01 00:00:00,1899-12-30 06:57:02,JFK Airport,Belmont,1,1.0,$70.5,26.64,UberX,Cash
233,2024-06-01 00:00:00,1899-12-30 06:45:54,Penn Station/Madison Sq West,Greenwich Village South,1,1.0,$7.5,1.9,UberXL,Cash
234,2024-06-01 00:00:00,1899-12-30 06:23:12,Central Harlem,Lenox Hill East,1,1.0,$19.9,4.19,Uber Black,Uber Pay
235,2024-06-01 00:00:00,1899-12-30 06:46:36,Sutton Place/Turtle Bay North,Hamilton Heights,1,1.0,$27.5,7.48,UberX,Uber Pay
236,2024-06-01 00:00:00,1899-12-30 06:46:27,Lower East Side,Murray Hill,1,1.0,$8.5,2,UberX,Cash
237,2024-06-01 00:00:00,1899-12-30 06:28:24,Midtown Center,East Chelsea,1,1.0,$6.5,1.16,UberXL,Cash
238,2024-06-01 00:00:00,1899-12-30 06:30:27,Penn Station/Madison Sq West,Manhattan Valley,3,1.0,$15.1,3.27,UberX,Uber Pay
239,2024-06-01 00:00:00,1899-12-30 06:45:40,NV,NV,5,1.0,$6.5,1.33,UberX,Cash
240,2024-06-01 00:00:00,1899-12-30 07:13:43,Garment District,UN/Turtle Bay South,1,1.0,$7.5,1.54,UberX,Cash
241,2024-06-01 00:00:00,1899-12-30 07:34:21,Clinton West,Bloomingdale,1,1.0,$11.0,3.2,UberXL,Cash
242,2024-06-01 00:00:00,1899-12-30 07:28:55,Lincoln Square East,Lenox Hill West,2,1.0,$8.5,1.55,UberX,Cash
243,2024-06-01 00:00:00,1899-12-30 07:35:28,Yorkville East,Lenox Hill West,1,1.0,$7.5,1.1,UberX,Cash
244,2024-06-01 00:00:00,1899-12-30 07:04:59,Murray Hill,Gramercy,1,1.0,$9.0,1.38,Uber Comfort,Uber Pay
245,2024-06-01 00:00:00,1899-12-30 07:12:41,Penn Station/Madison Sq West,Midtown North,1,1.0,$9.1,1.6,UberX,Uber Pay
246,2024-06-01 00:00:00,1899-12-30 07:06:08,Upper West Side South,World Trade Center,1,1.0,$30.7,8.2,UberX,Uber Pay
247,2024-06-01 00:00:00,1899-12-30 07:26:46,Sutton Place/Turtle Bay North,UN/Turtle Bay South,1,1.0,$7.9,1.28,Uber Black,Uber Pay
248,2024-06-01 00:00:00,1899-12-30 07:10:47,Yorkville West,Midtown East,1,1.0,$7.5,1.7,UberX,Cash
249,2024-06-01 00:00:00,1899-12-30 07:56:13,East Harlem South,Kips Bay,1,1.0,$18.1,4.5,Uber Comfort,Uber Pay
250,2024-06-01 00:00:00,1899-12-30 07:11:35,Yorkville West,Mott Haven/Port Morris,1,1.0,$19.2,4.23,UberX,Uber Pay
251,2024-06-01 00:00:00,1899-12-30 07:07:51,Penn Station/Madison Sq West,Midtown East,1,1.0,$9.7,1.71,Uber Comfort,Uber Pay
252,2024-06-01 00:00:00,1899-12-30 07:35:07,Manhattan Valley,East Harlem South,1,1.0,$9.5,1.7,Uber Comfort,Cash
253,2024-06-01 00:00:00,1899-12-30 07:09:33,Yorkville East,Lenox Hill East,1,1.0,$8.8,1.02,Uber Comfort,Uber Pay
254,2024-06-01 00:00:00,1899-12-30 07:26:57,Lenox Hill East,UN/Turtle Bay South,1,1.0,$8.5,1.98,UberX,Cash
255,2024-06-01 00:00:00,1899-12-30 07:05:39,Midtown East,Kips Bay,1,1.0,$7.9,1.09,UberX,Uber Pay
256,2024-06-01 00:00:00,1899-12-30 07:13:23,East Chelsea,Crown Heights North,2,1.0,$29.0,7.5,UberX,Cash
257,2024-06-01 00:00:00,1899-12-30 07:54:30,Kips Bay,East Village,1,1.0,$6.0,1.46,UberX,Uber Pay
258,2024-06-01 00:00:00,1899-12-30 07:23:57,Penn Station/Madison Sq West,Midtown East,1,1.0,$6.5,1.3,UberX,Cash
259,2024-06-01 00:00:00,1899-12-30 07:57:07,Upper East Side South,Midtown East,1,1.0,$7.0,1.3,Uber Comfort,Uber Pay
260,2024-06-01 00:00:00,1899-12-30 07:42:25,Yorkville East,Lincoln Square East,1,1.0,$9.0,2.1,Uber Black,Cash
261,2024-06-01 00:00:00,1899-12-30 07:36:02,Lenox Hill East,Penn Station/Madison Sq West,1,1.0,$19.8,2.9,UberX,Uber Pay
262,2024-06-01 00:00:00,1899-12-30 07:14:02,Upper East Side North,Midtown East,1,1.0,$10.4,2,UberXL,Uber Pay
263,2024-06-01 00:00:00,1899-12-30 07:37:07,Yorkville East,Murray Hill,1,1.0,$15.2,3.4,UberX,Uber Pay
264,2024-06-01 00:00:00,1899-12-30 07:34:37,Gramercy,Central Park,3,1.0,$16.5,3.59,UberXL,Uber Pay
265,2024-06-01 00:00:00,1899-12-30 07:50:24,Lincoln Square West,Flatiron,1,1.0,$13.3,2.88,UberX,Uber Pay
266,2024-06-01 00:00:00,1899-12-30 07:44:15,Lenox Hill East,Washington Heights South,2,1.0,$28.5,7.96,UberX,Uber Pay
267,2024-06-01 00:00:00,1899-12-30 07:50:45,SoHo,Two Bridges/Seward Park,1,1.0,$10.0,1.3,UberXL,Uber Pay
268,2024-06-01 00:00:00,1899-12-30 07:52:42,Times Sq/Theatre District,Gramercy,1,1.0,$14.5,2.44,UberX,Uber Pay
269,2024-06-01 00:00:00,1899-12-30 07:34:19,Yorkville East,UN/Turtle Bay South,2,1.0,$16.5,3.52,Uber Black,Uber Pay
270,2024-06-01 00:00:00,1899-12-30 07:30:56,East Village,Murray Hill,1,1.0,$7.3,1.4,Uber Black,Uber Pay
271,2024-06-01 00:00:00,1899-12-30 07:06:46,East Harlem North,Manhattan Valley,1,1.0,$9.8,1.78,UberX,Uber Pay
272,2024-06-01 00:00:00,1899-12-30 07:48:02,Astoria,UN/Turtle Bay South,1,1.0,$17.0,3.77,Uber Black,Uber Pay
273,2024-06-01 00:00:00,1899-12-30 07:31:22,Upper West Side South,Lenox Hill East,4,1.0,$14.5,2.46,Uber Comfort,Uber Pay
274,2024-06-01 00:00:00,1899-12-30 07:43:53,Lenox Hill East,Murray Hill,1,1.0,$12.7,2.4,UberXL,Uber Pay
275,2024-06-01 00:00:00,1899-12-30 07:36:39,Stuy Town/Peter Cooper Village,Upper East Side South,1,1.0,$10.5,2.7,UberX,Uber Pay
276,2024-06-01 00:00:00,1899-12-30 07:27:15,Lenox Hill East,Midtown North,1,1.0,$9.5,2.17,UberX,Cash
277,2024-06-01 00:00:00,1899-12-30 07:39:41,Lenox Hill East,East Harlem South,2,1.0,$17.1,3.05,Uber Comfort,Uber Pay
278,2024-06-01 00:00:00,1899-12-30 07:29:44,East Village,Kips Bay,1,1.0,$7.3,1.24,UberX,Uber Pay
279,2024-06-01 00:00:00,1899-12-30 07:16:08,East Harlem South,Greenwich Village South,2,1.0,$23.5,7.45,UberX,Cash
280,2024-06-01 00:00:00,1899-12-30 07:48:14,Union Sq,Kips Bay,2,1.0,$8.5,1.08,UberX,Uber Pay
281,2024-06-01 00:00:00,1899-12-30 07:00:19,Midtown East,Lenox Hill East,1,1.0,$7.5,1.02,Uber Black,Cash
282,2024-06-01 00:00:00,1899-12-30 07:33:09,Yorkville East,Gramercy,1,1.0,$12.5,3.7,UberX,Cash
283,2024-06-01 00:00:00,1899-12-30 07:44:37,Lenox Hill West,UN/Turtle Bay South,1,1.0,$10.3,2,UberXL,Uber Pay
284,2024-06-01 00:00:00,1899-12-30 07:46:36,Lincoln Square East,Midtown Center,1,1.0,$9.1,1.3,UberX,Uber Pay
285,2024-06-01 00:00:00,1899-12-30 07:26:17,East Harlem North,Long Island City/Queens Plaza,1,1.0,$5.5,1.03,UberX,Cash
286,2024-06-01 00:00:00,1899-12-30 07:06:10,Penn Station/Madison Sq West,Greenwich Village South,1,1.0,$9.6,1.6,Uber Black,Uber Pay
287,2024-06-01 00:00:00,1899-12-30 07:19:10,East Harlem North,East Harlem South,1,1.0,$7.0,1.21,Uber Black,Cash
288,2024-06-01 00:00:00,1899-12-30 07:05:56,Penn Station/Madison Sq West,Kips Bay,1,1.0,$8.6,1.66,UberX,Uber Pay
289,2024-06-01 00:00:00,1899-12-30 07:01:18,Clinton West,Upper East Side North,1,1.0,$10.5,2.27,UberX,Cash
290,2024-06-01 00:00:00,1899-12-30 07:19:04,Upper East Side South,East Harlem South,1,1.0,$7.5,1.86,Uber Comfort,Cash
291,2024-06-01 00:00:00,1899-12-30 07:51:17,Yorkville West,Lenox Hill West,1,1.0,$7.5,1.22,UberX,Uber Pay
292,2024-06-01 00:00:00,1899-12-30 07:31:22,UN/Turtle Bay South,Yorkville West,1,1.0,$12.5,3.3,UberX,Cash
293,2024-06-01 00:00:00,1899-12-30 07:22:43,East Harlem South,Yorkville West,1,1.0,$7.0,1.26,Uber Comfort,Uber Pay
294,2024-06-01 00:00:00,1899-12-30 07:59:33,Penn Station/Madison Sq West,East Harlem South,1,1.0,$16.9,4.08,Uber Comfort,Uber Pay
295,2024-06-01 00:00:00,1899-12-30 07:34:41,Clinton East,UN/Turtle Bay South,6,1.0,$6.5,1.24,UberX,Cash
296,2024-06-01 00:00:00,1899-12-30 07:44:49,Garment District,Kips Bay,1,1.0,$8.5,1.6,UberX,Uber Pay
297,2024-06-01 00:00:00,1899-12-30 07:36:31,Penn Station/Madison Sq West,Meatpacking/West Village West,2,1.0,$7.0,1.46,UberX,Uber Pay
298,2024-06-01 00:00:00,1899-12-30 07:59:33,Garment District,Midtown Center,2,1.0,$7.9,1.17,Uber Comfort,Uber Pay
299,2024-06-01 00:00:00,1899-12-30 07:02:47,Gramercy,Midtown South,1,1.0,$6.5,1.19,Uber Comfort,Cash
300,2024-06-01 00:00:00,1899-12-30 07:19:56,Stuy Town/Peter Cooper Village,Murray Hill,3,1.0,$6.5,1.2,UberX,Cash
301,2024-06-01 00:00:00,1899-12-30 07:08:59,Penn Station/Madison Sq West,Kips Bay,1,1.0,$7.5,1.51,UberX,Uber Pay
302,2024-06-01 00:00:00,1899-12-30 07:14:14,Lenox Hill East,East Harlem South,1,1.0,$10.9,1.8,UberXL,Uber Pay
303,2024-06-01 00:00:00,1899-12-30 07:53:26,Midtown East,Yorkville West,1,1.0,$10.9,2.18,UberX,Uber Pay
304,2024-06-01 00:00:00,1899-12-30 07:58:00,Sunnyside,Sutton Place/Turtle Bay North,3,1.0,$17.0,3.27,UberX,Uber Pay
305,2024-06-01 00:00:00,1899-12-30 07:07:45,Penn Station/Madison Sq West,Upper East Side South,1,1.0,$16.3,3.2,Uber Comfort,Uber Pay
306,2024-06-01 00:00:00,1899-12-30 07:36:55,Clinton East,Greenwich Village South,1,1.0,$12.1,2.12,Uber Black,Uber Pay
307,2024-06-01 00:00:00,1899-12-30 07:14:04,Murray Hill,Lenox Hill East,1,1.0,$15.7,1.9,UberXL,Uber Pay
308,2024-06-01 00:00:00,1899-12-30 07:39:58,Yorkville West,Midtown Center,1,1.0,$11.5,2.13,UberX,Uber Pay
309,2024-06-01 00:00:00,1899-12-30 07:09:36,Sutton Place/Turtle Bay North,Lenox Hill East,1,1.0,$8.5,1.11,UberX,Uber Pay
310,2024-06-01 00:00:00,1899-12-30 07:17:33,Garment District,Midtown East,1,1.0,$10.3,1.5,Uber Comfort,Uber Pay
311,2024-06-01 00:00:00,1899-12-30 07:53:22,Yorkville East,Upper East Side South,3,1.0,$8.5,1.13,Uber Black,Uber Pay
312,2024-06-01 00:00:00,1899-12-30 07:09:08,Midtown East,World Trade Center,1,1.0,$24.0,5.35,UberXL,Uber Pay
313,2024-06-01 00:00:00,1899-12-30 07:59:03,Midtown Center,Two Bridges/Seward Park,1,1.0,$17.5,4.4,UberX,Cash
314,2024-06-01 00:00:00,1899-12-30 07:42:43,NV,NV,1,1.0,$35.6,10.1,UberX,Uber Pay
315,2024-06-01 00:00:00,1899-12-30 07:47:48,Penn Station/Madison Sq West,Hamilton Heights,2,1.0,$23.0,6.94,UberXL,Cash
316,2024-06-01 00:00:00,1899-12-30 07:32:19,Clinton East,Fort Greene,1,1.0,$20.5,6.2,Uber Comfort,Cash
317,2024-06-01 00:00:00,1899-12-30 07:06:15,Penn Station/Madison Sq West,Financial District North,1,1.0,$14.0,3.27,Uber Comfort,Uber Pay
318,2024-06-01 00:00:00,1899-12-30 07:34:00,Central Park,Gramercy,2,1.0,$20.7,5.78,UberX,Uber Pay
319,2024-06-01 00:00:00,1899-12-30 07:22:33,Gramercy,Midtown East,1,1.0,$8.3,1.41,UberX,Uber Pay
320,2024-06-01 00:00:00,1899-12-30 07:44:03,East Harlem South,Central Park,1,1.0,$15.9,2.14,Uber Black,Uber Pay
321,2024-06-01 00:00:00,1899-12-30 07:03:16,East Harlem South,Mott Haven/Port Morris,2,1.0,$12.0,2.89,Uber Black,Uber Pay
322,2024-06-01 00:00:00,1899-12-30 07:32:42,Upper West Side North,Washington Heights North,1,1.0,$18.5,5.52,UberX,Uber Pay
323,2024-06-01 00:00:00,1899-12-30 07:46:49,Upper East Side North,Longwood,1,1.0,$16.5,4.4,UberXL,Cash
324,2024-06-01 00:00:00,1899-12-30 07:10:34,Upper East Side North,Clinton East,2,1.0,$13.0,3.23,UberX,Cash
325,2024-06-01 00:00:00,1899-12-30 06:58:43,UN/Turtle Bay South,Garment District,1,1.0,$6.5,1.3,UberX,Cash
326,2024-06-01 00:00:00,1899-12-30 07:11:17,Gramercy,Midtown Center,1,1.0,$10.3,2.11,Uber Black,Uber Pay
327,2024-06-01 00:00:00,1899-12-30 07:50:56,Kips Bay,Lenox Hill East,1,1.0,$12.7,2.36,UberX,Uber Pay
328,2024-06-01 00:00:00,1899-12-30 07:32:57,Yorkville West,UN/Turtle Bay South,1,1.0,$18.3,3.37,Uber Comfort,Uber Pay
329,2024-06-01 00:00:00,1899-12-30 07:01:43,Hamilton Heights,East Harlem South,6,1.0,$13.5,3.22,UberXL,Uber Pay
330,2024-06-01 00:00:00,1899-12-30 07:08:45,Lenox Hill West,East Harlem South,1,1.0,$9.4,1.78,UberX,Uber Pay
331,2024-06-01 00:00:00,1899-12-30 07:33:43,Upper West Side North,Upper East Side South,1,1.0,$10.5,2.79,Uber Black,Cash
332,2024-06-01 00:00:00,1899-12-30 07:56:13,Clinton East,Union Sq,1,1.0,$9.7,1.69,UberX,Uber Pay
333,2024-06-01 00:00:00,1899-12-30 07:10:53,Sunnyside,Astoria,1,1.0,$5.0,1.01,UberX,Cash
334,2024-06-01 00:00:00,1899-12-30 07:55:38,Upper East Side North,UN/Turtle Bay South,1,1.0,$14.0,3.1,UberX,Cash
335,2024-06-01 00:00:00,1899-12-30 07:35:53,Forest Hills,Kew Gardens,6,1.0,$8.0,1.45,UberX,Cash
336,2024-06-01 00:00:00,1899-12-30 07:02:22,Flatiron,Lenox Hill East,1,1.0,$15.7,3.56,UberXL,Uber Pay
337,2024-06-01 00:00:00,1899-12-30 07:35:25,East Harlem South,Claremont/Bathgate,1,1.0,$22.0,6.47,UberXL,Uber Pay
338,2024-06-01 00:00:00,1899-12-30 07:47:11,Sutton Place/Turtle Bay North,Upper East Side North,1,1.0,$10.9,2.02,UberXL,Uber Pay
339,2024-06-01 00:00:00,1899-12-30 07:43:15,Lincoln Square West,Upper West Side North,1,1.0,$8.8,1.37,UberX,Uber Pay
340,2024-06-01 00:00:00,1899-12-30 07:55:04,Yorkville West,UN/Turtle Bay South,1,1.0,$12.1,1.7,UberXL,Uber Pay
341,2024-06-01 00:00:00,1899-12-30 07:28:21,Midtown Center,Clinton West,1,1.0,$8.3,1.02,Uber Black,Uber Pay
342,2024-06-01 00:00:00,1899-12-30 07:03:02,Sunnyside,Upper West Side South,1,1.0,$19.5,4.96,Uber Black,Uber Pay
343,2024-06-01 00:00:00,1899-12-30 07:01:38,Gramercy,Upper East Side South,1,1.0,$15.1,3.4,UberX,Uber Pay
344,2024-06-01 00:00:00,1899-12-30 07:28:12,Lenox Hill East,Midtown North,1,1.0,$7.0,1.4,UberX,Cash
345,2024-06-01 00:00:00,1899-12-30 07:35:33,Upper East Side North,Lincoln Square East,1,1.0,$13.3,2.71,Uber Black,Uber Pay
346,2024-06-01 00:00:00,1899-12-30 07:49:15,East Harlem South,Melrose South,1,1.0,$11.0,3.15,UberX,Cash
347,2024-06-01 00:00:00,1899-12-30 07:08:53,Sutton Place/Turtle Bay North,Garment District,1,1.0,$8.5,1.39,Uber Comfort,Uber Pay
348,2024-06-01 00:00:00,1899-12-30 07:48:45,East Harlem North,Upper West Side North,1,1.0,$13.4,2.48,UberX,Uber Pay
349,2024-06-01 00:00:00,1899-12-30 07:17:12,Yorkville East,Lenox Hill East,1,1.0,$7.9,1.04,UberX,Uber Pay
350,2024-06-01 00:00:00,1899-12-30 07:33:54,Yorkville West,East Harlem North,1,1.0,$9.3,1.93,Uber Black,Uber Pay
351,2024-06-01 00:00:00,1899-12-30 07:47:17,Lenox Hill West,Long Island City/Queens Plaza,6,1.0,$14.3,2.55,UberX,Uber Pay
352,2024-06-01 00:00:00,1899-12-30 07:52:46,Greenwich Village North,Kips Bay,1,1.0,$9.1,1.4,UberX,Uber Pay
353,2024-06-01 00:00:00,1899-12-30 07:00:37,Lower East Side,Murray Hill,1,1.0,$8.5,2.17,UberX,Cash
354,2024-06-01 00:00:00,1899-12-30 07:11:31,Garment District,Lower East Side,4,1.0,$13.5,3.73,UberX,Cash
355,2024-06-01 00:00:00,1899-12-30 07:43:22,Upper East Side North,Penn Station/Madison Sq West,1,1.0,$10.5,2.89,UberX,Cash
356,2024-06-01 00:00:00,1899-12-30 07:27:40,Lincoln Square West,Upper West Side North,1,1.0,$9.7,1.96,UberX,Uber Pay
357,2024-06-01 00:00:00,1899-12-30 07:43:19,Penn Station/Madison Sq West,Upper East Side North,1,1.0,$16.5,3.49,UberX,Uber Pay
358,2024-06-01 00:00:00,1899-12-30 06:57:50,Central Park,Midtown Center,1,1.0,$7.5,1.54,UberX,Uber Pay
359,2024-06-01 00:00:00,1899-12-30 07:54:53,Murray Hill,East Chelsea,1,1.0,$10.7,1.29,Uber Black,Uber Pay
360,2024-06-01 00:00:00,1899-12-30 07:44:30,Murray Hill,Lincoln Square East,1,1.0,$9.0,1.83,UberX,Cash
361,2024-06-01 00:00:00,1899-12-30 07:57:34,Lincoln Square East,Morningside Heights,1,1.0,$11.0,2.73,UberX,Uber Pay
362,2024-06-01 00:00:00,1899-12-30 07:14:03,Midtown North,UN/Turtle Bay South,1,1.0,$9.5,1.61,UberX,Uber Pay
363,2024-06-01 00:00:00,1899-12-30 07:40:18,Gramercy,Financial District North,1,1.0,$15.1,3.63,UberXL,Uber Pay
364,2024-06-01 00:00:00,1899-12-30 07:08:09,Garment District,Morningside Heights,1,1.0,$19.9,4.43,UberXL,Uber Pay
365,2024-06-01 00:00:00,1899-12-30 07:50:09,Upper West Side South,Central Harlem,1,1.0,$14.0,2.48,Uber Comfort,Uber Pay
366,2024-06-01 00:00:00,1899-12-30 07:21:45,Upper West Side North,Central Harlem North,1,1.0,$12.0,2.66,UberX,Cash
367,2024-06-01 00:00:00,1899-12-30 07:04:35,Midtown East,Lincoln Square East,1,1.0,$13.3,2.2,UberXL,Uber Pay
368,2024-06-01 00:00:00,1899-12-30 07:33:48,Midtown North,Murray Hill,1,1.0,$6.5,1.1,UberX,Amazon Pay
369,2024-06-01 00:00:00,1899-12-30 07:45:53,Central Park,Lenox Hill West,1,1.0,$10.3,1.8,UberX,Uber Pay
370,2024-06-01 00:00:00,1899-12-30 07:19:11,East Harlem South,UN/Turtle Bay South,1,1.0,$17.5,4.2,Uber Comfort,Uber Pay
371,2024-06-01 00:00:00,1899-12-30 07:19:10,Hammels/Arverne,Upper East Side South,1,1.0,$71.8,25.81,UberX,Uber Pay
372,2024-06-01 00:00:00,1899-12-30 07:23:02,Lincoln Square East,Manhattan Valley,1,1.0,$8.5,1.69,UberX,Cash
373,2024-06-01 00:00:00,1899-12-30 07:05:47,West Village,Bushwick North,1,1.0,$39.1,7.97,UberXL,Uber Pay
374,2024-06-01 00:00:00,1899-12-30 07:28:59,Kips Bay,Crown Heights North,1,1.0,$22.0,6.3,Uber Black,Cash
375,2024-06-01 00:00:00,1899-12-30 07:12:16,Penn Station/Madison Sq West,Lenox Hill East,1,1.0,$17.7,2.89,UberX,Uber Pay
376,2024-06-01 00:00:00,1899-12-30 07:32:13,East Harlem South,Flatiron,1,1.0,$25.3,6.12,UberX,Uber Pay
377,2024-06-01 00:00:00,1899-12-30 07:16:32,Gramercy,Kips Bay,1,1.0,$6.7,1.03,UberX,Uber Pay
378,2024-06-01 00:00:00,1899-12-30 07:30:53,Manhattan Valley,Penn Station/Madison Sq West,1,1.0,$18.5,3.85,UberX,Uber Pay
379,2024-06-01 00:00:00,1899-12-30 07:48:06,Penn Station/Madison Sq West,Midtown East,1,1.0,$8.5,1.48,UberX,Cash
380,2024-06-01 00:00:00,1899-12-30 07:50:52,Stuy Town/Peter Cooper Village,Lincoln Square West,1,1.0,$15.0,3.9,Uber Black,Cash
381,2024-06-01 00:00:00,1899-12-30 07:17:42,Upper West Side North,Lenox Hill West,5,1.0,$11.5,2.56,Uber Comfort,Cash
382,2024-06-01 00:00:00,1899-12-30 07:08:58,Garment District,Meatpacking/West Village West,1,1.0,$16.5,3.17,Uber Black,Uber Pay
383,2024-06-01 00:00:00,1899-12-30 07:11:50,Kips Bay,Lincoln Square East,3,1.0,$14.6,2.72,UberX,Uber Pay
384,2024-06-01 00:00:00,1899-12-30 08:14:19,Yorkville West,East Harlem South,1,1.0,$8.0,1.1,UberX,Uber Pay
385,2024-06-01 00:00:00,1899-12-30 08:01:52,Upper West Side North,East Harlem South,1,1.0,$8.0,1.7,UberXL,Cash
386,2024-06-01 00:00:00,1899-12-30 08:44:01,Manhattan Valley,Washington Heights South,1,1.0,$16.5,5.1,Uber Black,Cash
387,2024-06-01 00:00:00,1899-12-30 08:34:03,Upper East Side South,Seaport,1,1.0,$25.3,6,UberX,Uber Pay
388,2024-06-01 00:00:00,1899-12-30 08:54:27,West Chelsea/Hudson Yards,Gramercy,1,1.0,$7.0,1.4,UberXL,Cash
389,2024-06-01 00:00:00,1899-12-30 08:07:26,Upper West Side North,Lenox Hill East,2,1.0,$17.4,2.77,UberXL,Uber Pay
390,2024-06-01 00:00:00,1899-12-30 08:48:35,Yorkville East,Midtown East,1,1.0,$11.7,1.9,Uber Black,Uber Pay
391,2024-06-01 00:00:00,1899-12-30 08:44:33,Upper West Side South,Upper East Side North,1,1.0,$11.5,2.1,UberX,Uber Pay
392,2024-06-01 00:00:00,1899-12-30 08:28:51,Sutton Place/Turtle Bay North,Upper East Side South,1,1.0,$9.6,1.63,UberX,Uber Pay
393,2024-06-01 00:00:00,1899-12-30 08:40:00,Seaport,Clinton East,1,1.0,$20.0,6.2,UberX,Uber Pay
394,2024-06-01 00:00:00,1899-12-30 08:27:10,West Village,East Chelsea,1,1.0,$9.0,1.5,UberXL,Uber Pay
395,2024-06-01 00:00:00,1899-12-30 08:53:36,Upper West Side North,Midtown Center,1,1.0,$12.6,2.8,Uber Green,Uber Pay
396,2024-06-01 00:00:00,1899-12-30 08:04:12,Lenox Hill West,Midtown Center,1,1.0,$18.0,2.01,Uber Comfort,Uber Pay
